content_id,author_id,title
981,114,Perjudian Online
982,228,Lampu Penerangan Jalan
983,39,Tidak Adanya Besi Pembatas Jalan Di Jalan Samping Kali
984,626,Mobil Ambulan Rs Sultan Syarif Moh Alqadrie Pontianak Tidak Bisa Dipakai Untuk Antar Pasien Pindah Rumah Sakit
985,2,Toa Mushalla Mengganggu Masyarakat
986,27,Keberatan Atas Penambangan Batu Alam
987,98,Situs Pemerintah Di Retas
988,2,Situs Pemerintah Di Retas
989,2,Situs Pemerintah Di Retas
990,114,Website Link Ini Telah Di Retas
991,114,Situs Pemerintah Di Retas
992,14,Pju (Lampu Jalan Padam)
993,27,Situs Pemerintah Di Retas
994,27,Tukang Parkir Bikin Macet Setiap Pagi
995,27,Pembuatan Ktp Di Disduk Capil Batam
996,27,Situs Pemerintah Di Retas
997,103,Tarif Biskita Transpakuan Bogor Mohon Untuk Tidak Terlalu Mahal Dan Rute Koridor Biskita Sesuai Jam Tidak Boleh Terlambat Lebih Dari 15 Menit Sampai 45 Menit
998,2,Pelanggaran Ktr
999,102,Kemacetan
1000,13,Perjudian Online
1001,115,Perjudian Online
1002,230,Perjudian Online
1003,27,Tagihan pajak PBB
1004,52,Tertibkan Anak2 Bermain Skateboard Trotoar
1005,180,Nik Tidak Terdata Di Dtks
1006,39,Tempat Pembuangan Sampah Gunung Agung Overload
1007,656,Pembuatan Akte Kelahiran Online
1008,7,Website Pemerintah Di Retas
1009,63,Website Link Di Atas Telah Di Retas
1010,803,Website Link Ini Telah Di Retas
1011,115,Website Ini Di Retas
1012,27,Link Pemerintah Di Retas
1013,267,Pembangunan Infrastruktur Jalan Utama Yang Tak Kujung Mendapatkan Perhatian
1014,82,Situs Pemerintah Di Retas
1015,84,Yoga Prasetyo
1016,53,"Keluhan Terkait Jalan Dibawah Perbatasan Bukit Bintang, Misal Dikasih Rambu-Rambu Atau Di Kasih Tanda Itu Jalan Berlubang"
1017,2,Atm Center Rsud Jombang
1018,53,Pengurusan Ktp Kk
1019,17,Link Pemerintah Di Retas
1020,265,Situs Pemerintah Di Retas
1021,143,Hapus Pengguna Aplikasi Binance
1022,17,Situs Pemerintah Di Retas
1023,17,Situs Website Pemerintah Di Retas
1024,17,Situs Bandar Judi Berita138
1025,17,Disdikpora Kota Denpasar Tidak Tanggap Terhadap Hak Guru
1026,27,Website Link Di Atas Telah Di Retas
1027,103,Website Link Di Atas Telah Di Retas
1028,7,Situs Pemerintah Di Retas
1029,7,Website Link Di Atas Telah Di Retas
1030,27,Link Pemerintah Di Retas
1031,196,Link Pemerintah Di Retas
1032,27,Polisi Tidur Yang Berlebihan Dan Tidak Sesuai Standar Dishub
1033,505,Kip-K
1034,2,Link Pemerintah Telah Di Retas
1035,2,Situs Pemerintah Di Retas
1036,27,Situs Bawaslu
1037,3,Jalan Berlubang 16 Mei 2023
1038,764,Pinjaman Online Yang Meresahkan
1039,17,Belokan Depan Kampus Uin & Waroeng Steak Ciputat
1040,143,Website Link Telah Di Retas
1041,143,Situs Website Pemerintah Di Retas
1042,114,Link Pemerintah Di Retas
1043,114,Link Pemerintah Di Retas
1044,143,Link Pemerintah Telah Di Retas
1045,7,Link Pemerintah Di Retas
1046,55,Kasus Penipuan Tak Kunjung Diproses Oleh Polres Coblong Bandung (Lapor Lanjutan)
1047,55,Website Link Pemerintah Telah Di Retas
1048,7,Link Pemerintah Di Retas
1049,7,Surat Legal Untuk Nama Dengan Ejaan Baru Yang Disempurnakan
1050,209,Link Pemerintah Di Retas
1051,7,Link Pemerintah Di Retas
1052,59,Link Pemerintah Di Retas
1053,764,Link Pemerintah Di Retas
1054,7,Link Pemerintah Di Retas
1055,27,cek darah FT4
1056,7,Persyaratan Pembuatan KK Baru
1057,27,Pembuatan Sertifikat Tanah Dari 2021 Belum Beres
1058,17,Audit Anggaran Duta Genre Kudus 2023
1059,17,Nasib Tenaga Honorer Teknis Di Kab Kudus
1060,2,Laporan Gangguan Diselesaikan Secara Sepihak Tanpa Ada Progress
1061,22,Jalan Rusak
1062,197,Pendaftaran Ppdb Jalur Zonasi Sma
1063,196,Jalan Berlubang
1064,662,Tagihan Air Pdam Naik 2X Lipat
1065,2,Website Sirancak
1066,2,Uang Komite
1067,7,Pelayanan kurang memuaskan
1068,42,Sertifikat Pelatihan DTS TA (Video Content Creator) tidak muncul di akun digitalent
1069,7,Alur Mutasi Pppk-Guru
1070,133,Lampu Jalanan Sepanjang Jl Tanah Baru Yang Tidak Terang
1071,7,Tidak Pernah Menerima Dana Bansos Walaupun Nama Terdaftar Sebagai Penerima Manfaat Yang Disalurkan Melalui Pt. Pos
1072,27,(Omnichanel) Informasi pajak daerah
1073,1,Perbaikan Jalanan
1074,27,Pemungutan Liar
1075,605,Hak Cipta Logo Hut Ri Ke-78
1076,458,Permintaan Informasi
1077,68,Kritik Dan Saran Fasilitas Umum Stadion Trikoyo Klaten
1078,98,Insfrastruktur Desa
1079,27,Jalan Berlubang
1080,501,Aplikasi Bermasalah Dan Laporan Lain
1081,27,"Saldo Rekening Pengirim Terpotong, Tapi Tidak Masuk Ke Rekening Penerima. Harus Menunggu 14 Hari."
1082,410,Perubahan Data Denah Rumah
1083,114,Website Pemerintahan Di Retas Menjadi Situs Judi
1084,114,Revisi Denah Belum Ada Kepastian (Sambungan Dari: #6129871)
1085,114,Website Pemerintahan Di Salah Gunakan Menjadi Situs Judi
1086,469,Verifikasi Fungsi
1087,2,Luar BBPPT
1088,246,Website Pendidikan Di Jadikan Situs Judi
1089,374,Uang Bpnt Tidak Cair
1090,81,Masalah Kesenjangan Tunjangan Pns Guru Dengan Pegawai Fungsional
1091,22,Kesenjangan Tunjangan Pns
1092,185,Scam Judi Online
1093,578,Pengaduan Pkh Tidak Cair
1094,130,WA Center Aplikais SILAT
1095,27,Hutang Tidak Dibayar
1096,85,Limbah Kamar Mandi Dibuang Ke Jalan Gang
1097,36,Follow Up Laporan Asap Pt Wooil Indonesia
1098,119,Informasi Magang / Kunjungan
1099,469,Lpju Mati
1100,2,Rumah Subsidi Terbengkalai Hingga Memberi Dampak Buruk Bagi Rumah Sekitar
1101,17,Situs Pemerintah Di Hack Menjadi Situs Judi. Sangat Meresahkann!!!
1102,74,Penggelapan Dana Tabungan Hasil Pinjaman Dari Bank Pnm Mekaar
1103,85,Perbaikan Sertifikat Salah Cetak Ditolak Oleh Bagian Sertifikasi Direktorat Merek Djki
1104,7,Gaji Dan Thr Belum Cair
1105,325,Info Legalitas Tentang Pt.lunoindonesia
1106,114,Pungli Di Samsat Depok
1107,114,Info usaha di alun-alun
1108,2,Aplikasi Mpaspor Yang Tidak Berguna
1109,119,Rsud Tidak Ada Dokter
1110,233,Telkomsel Menghambat Saya Dapatkan Layanan Digital Korlantas Polri
1111,233,Evaluasi Lampu Blitz di Prempatan
1112,27,Penyalahgunaan Ktp Untuk Pinjol
1113,500,Pengawasan Bpom Terhadap Penggunaan Antibiotik Dalam Produk Makanan Hewan
1114,265,Fungsi Pasar Senggol Kepanjen
1115,2,Peliharaan Warga Yang Mengganggu Ketertiban
1116,2,Ketemu Tulang Hewan Dalam Makanan
1117,2,Konfirmasi terkait pengujian ulang di Lab. BPKIL Serang
1118,27,Verifikasi fungsi
1119,115,Cara Dapat Bansos
1120,469,Pdam Mati Tanpa Informasi
1121,2,Penipuan Online Yang Mengiming Imingkan Uang Jan Kembali 2X Lipat
1122,27,Cara Mengecek Status Pengurusan IMB
1123,75,"Pemutusan Kerja, Pembayaran Tidak Dibayar"
1124,7,Pembuatan EKTP
1125,7,"Saya Ketemu Di Facebook Ini Pakai Ancam Link Pemerintah Pak !!!, Coba Dicek Dengan Teliti Pak Saya Hanya Membuat Laporan Agar Judol Di Tutup"
1126,7,Permintaan Informasi
1127,14,Permintaan Nilai Njop
1128,32,Minta Ttd Lama Bener
1129,465,Banjir Di Wilayah Perumahan
1130,209,Website E-Meterai Sering Down
1131,196,Perihal Perizinan Di Car Free Day
1132,27,Jalan Berlubang Di Tembung City
1133,7,PENGUSULAN MASUK KKS
1134,27,Permintaan Data Skripsi pada BBPJN Sumut
1135,27,Saluran Air Pdam Purwakarta Mati 5 Hari
1136,2,Air Sudah Mati Lebih Dari 3 Hari Purwakarta
1137,566,Air Pdam Purwakarta Mati Lebih Dari 3 Hari
1138,196,Pungli Pusda Kabupaten
1139,115,SYARAT PENERIMA BANSOS/ KARTU PRAKERJA
1140,130,Penerangan Lampu Jalan Dan Jalan Raya Yang Rusak
1141,325,Nasib Mahasiswa Di Kampus 1 Tahun 3 Semester
1142,227,Hak Pekerja
1143,2,Keberangkatan Haji 2023 - Permasalahan Visa Saudi Arab - Rekam Biometrik
1144,3,Situs Pemerintah Disusupi Judi Online
1145,1,Perihal Permintaan Data Untuk Keperluan Skripsi
1146,7,Air Kamar Mandi Kos-Kosan Dibuang Ke Jalan
1147,27,Bansos Pkh Tidak Cair/ Gagal Omspan
1148,14,Pindah Sekolah
1149,14,Permohonan Informasi
1150,7,PANITIA MEMBERIKAN NILAI TIDAK SESUAI DENGAN KETENTUAN PERBUP
1151,145,Pembuatan Sertifikat Tanah Belum Selesai Setelah 1 Tahun Lebih
1152,145,Antrian Operasi Orthopedi Rsud Dr Soetomo
1153,102,Informasi Persediaan Vaksin Booster
1154,53,"Permintaan Alternatif Solusi Untuk Mengurangi Risiko Kecelakaan Dan Kerusakan Kendaraan Di Jalan Berdikari, Jln Raya Limbangan-Selaawi, Limbangan Timur, Bl. Limbangan, Kab. Garut: Tinjauan Terhadap Laporan Pengaduan Tanggal 26 Januari 2023"
1155,53,Inspeksi Pasar Tradisional Di Tanjung Pinang
1156,7,Permintaan informasi cara berkunjung ke perpustakaan
1157,7,Gaji Yang Tidak Dibayarkan
1158,7,Surat Persetujuan Kirim Salmon Dari Jakarta Ke Pontianak
1159,7,Pungli Mudik/Balik Gratis Kemenhub/Bumn
1160,820,Pinjaman Online Illegal
1161,7,PENGUMUMAN PPPK BSSN
1162,46,Jalan Rusak Dan Bergelombang
1163,32,Sungai Pemali Desa Kebandungab
1164,126,Sudah 2 Minggu Sampah Belum Di Angkut
1165,2,Pengujian
1166,7,Matinya Sirine Peringatan Gempa Skala >5 Dan Sirine Peringatan Dini Tsunami
1167,2,Tiang Telkom Bengkok/Patah Dan Miring Di Sumberwudi
1168,115,Bagaimana Cara Resign Dari Kantor Pnm
1169,270,Kemacetan
1170,270,Air Pdam Tak Mengalir (Laporan Ketiga)
1171,270,Permintaan Ttd Berkas Kelurahan 1 Minggu Tidak Dikerjakan!!!
1172,126,Bap Paspor Yang Tak Kunjung Selesai
1173,130,Taruna STIN
1174,130,Bantuan BPNT Jan-Maret Tidak Cair
1175,114,Warga Transmigrasi Lampung
1176,85,PEMKO SIBOLGA BANYAK ATK FIKTIF
1177,2,Praktek Kerja Lapangan
1178,616,Pju Mati Gerbang Bandara Budiarto
1179,3,Blanko Ktp Kosong
1180,114,Tidak Pernah Mendapatkan Bantuan Dari Pemerintah
1181,19,Air Pdam Mati Wilayah Sumatera Utara Kec. Medan Johor Kelurahan Kwala Bekala
1182,343,Biaya Jahit Luka Ringan Mencapai 7.5 Juta Di Rs Sentosa Kopo Bandung
1183,164,Dana Gempa Yang Tidak Sampai Padahal Rumah Rusak
1184,119,Perihal Perusahaan Tidak Memberikan THR Karyawan
1185,7,Parkir Meresahkan
1186,7,Telkomsel Se Enak Sendiri Mengurangi Benefit Paket Halo
1187,7,Sampel Uji
1188,7,Tata cara / Prosedur aplikasi
1189,7,Kelalaian Kampus
1190,27,Tata cara / Prosedur aplikasi
1191,1006,Myrepublic Tidak Adil!
1192,1006,Tarif Pdam Jadi 50 Kali Lipat
1193,13,Proses Pendaftaran Dtks
1194,27,Tunjangan Khusus Daerah Terpencil
1195,2,Layanan Informasi Dinas Sosial Kota Bekasi
1196,2,Warga Menyalakan Musik Keras2 Pada Malam Hari
1197,341,Permohonan Perbaikan Jalan
1198,17,Cek Nomor Porsi Haji Web Error
1199,115,Pln Di Bangka Selalu Mati Setiap Bulan Ramadhan
1200,303,Cara Pengurusan Skpwni Kab Tangerang
1201,196,Website Judi Yang Meresahkan
1202,7,Website Judi Yang Meresahkan
1203,7,BTS
1204,7,Air Pdam Tak Mengalir (Laporan Kedua)
1205,7,Sertifikat Tanah Belum Selesai Dari 2021
1206,17,Produk World Bank
1207,119,Halo Min Tolong Dibantu Jalan Raya Maja Jembatan Mohon Dikasih Lampu Pju
1208,7,Tidak Menerima Uang Bansos Bst
1209,186,Tunjangan Khusus Daerah Terpencil
1210,196,Bagaimana Cara Menambah Kelas Pada Merek ?
1211,115,Website Judi Yang Meresahkan
1212,349,Lahan Usaha 1 Transmigrasi Mahalona Sengketa
1213,126,"Link : Https://Twitter.com/Merapi_Uncover/Status/1635680245524348928 [Breaking News] Trjadi Laka Jam 22.50 Kurang Lebih Lokasi Ring Road Barat Kronologi Kurang Paham Korban Md 1 Sebelum Smp 3 Gamping Halo Bu @Kustiniksp @Kabarsleman Mohon Atensinya, Ringroad Barat Dan Utara Ini Sudah Jalan Jelek Ditambah Lampu Gelap. Selain Rawan Kecelakaan, Juga Menjadi Tempat Bermain Untuk Pemuda Pemudi Kreatif Yg Ibu Banggakan ""Klitih"". Maaf Ni Bu, Masih Bagusan Ringroad Selatan Bantul."
1214,299,Lpju Ring Road Mati
1215,126,Penjualan Obat2An Label Hijau Dan Merah Berbahan Prekursor
1216,28,Halo Min Tolong Dibantu Jalan Raya Maja Lebak Banten Deket Stasiun Kereta Api Maja Berlubang Parah
1217,84,Halo Pak Tolong Dibantu Jalan Raya Maja Di Jembatan KRL Maja Lebak Banten Sudah Hancur Lg Jalanya
1218,28,Perihal NIK Tidak Terdaftar Di DTKS
1219,28,Akses Jalan Yg Tidak Ada Di Perumahan Subsidi
1220,28,Pelayanan Telkomsel
1221,28,Ancaman Pembunuhan Dan Kekerasan
1222,28,Perbaikan Jembatan Pemali
1223,28,Layanan Telkomsel
1224,28,dugaan Rasisme Dan Penyalahgunaan KTP
1225,28,Aplikasi M-Paspor Error 'Request Timeout'
1226,28,beasiswa
1227,28,Kerusakan Jalan Di Flyover Daan Mogot
1228,7,Ruas Jalan Angkanyar - Ngabang Yang Rusak Parah
1229,7,Halo Min Mohon Bantuannya Dikasih Lampu Pju Min Gelap Gulita
1230,126,Gaji Yang Tidak Dibayarkan Oleh Perusahaan
1231,126,Pembayaran Pajak Yang Menyusahkan
1232,74,E-Samsat Online Tidak Berjalan
1233,115,JAlan RUSak
1234,115,jalan rusak colomadu
1235,115,Laporan Nama Terdaftar Penerima Bansos
1236,27,Kartografi
1237,43,Pengaduan Perumahan
1238,43,Mengurus Administrasi Kependudukan Dan Pencatatan Sipil Di Kabupaten Tangerang Yang Sangat Lambat Proses Nya
1239,341,Pertanyaan tentang PBG-317303-21022023-03 (kementrian PUPR)
1240,27,Website Judi Yang Meresahkan
1241,503,Mohon Ditindaklanjuti Kementerian Dalam Negeri - Pengaduan Warga Insentif Tenaga Kesehatan Rsud Ngudi Waluyo Wlingi Dalam Rangka Penanganan Covid-19 Bermasalah
1242,28,Pendanaan Dana
1243,74,Tidak Bisa Melakukan Pendaftaran Vaksin Meningitis
1244,148,Kondisi Jalan Pantura Tegal-Pemalang
1245,2,Toiley Disabilitas
1246,52,Cara mengurus EKTP rusak
1247,27,Bagaimana Cara Mencairkan Bansos Anak Yatim
1248,469,Sk Pencantuman Gelar Saya Belum Selesai Juga
1249,27,Laporan Adanya Orang Gila
1250,196,Lpj Mati
1251,7,Kejelasan Karir Bagi Lulusan Sarjana (S1) Keperawatan
1252,7,Tunjangan Kinerja Pns Daerah Tidak Adil Dan Merata
1253,126,Permohonan informasi terkait akses website desa
1254,53,Perihal Jalanan Rusak Membahayakan Pengguna Jalan
1255,14,JAm layanan
1256,7,Penambangan Pasir Ilegal
1257,85,Sediakan Call Center Layanan Pelanggan Pdam Tapin
1258,209,"Sabilulungan Soreang Tidak Terawat, Kotor & Banyak Sampah"
1259,768,Orang Mencurigakan Selama Sebulan Di Depan Kos Kami
1260,2,Jalanan Berlubang Di Tangerang Selatan Mulai Menelan Korban
1261,2,Pembuatan Id Cpmi/Crtki Dan Permohonan Rekomendasi Paspor
1262,2,Tunjangan Khusus 2019-2020 Belum Dibayar
1263,469,"Pembakaran Sampah Di Sekitar Jalan Raya Cisauk - Lapan, Desa Sampora"
1264,27,Perbaikan Sertifikat Salah Cetak Ditolak oleh Bagian Sertifikasi Direktorat Merek Djki
1265,199,Jalan Rusak
1266,2,"Odgj Meresahkan Kaliwungu Selatan, Kendal"
1267,267,Aplikasi Ilegal
1268,2,Ancaman Dari Kredit Kilat ( Pinjaman Online Illegal )
1269,469,Dugaan Mark Up Anggaran Sppd Bakti
1270,7,Aplikasi Ilegal
1271,7,Perpanjangan Peminjaman Buku
1272,7,Permintaan Informasi Mengenai Prosedur Kehilangan Dompet Berisi Surat Berharga.
1273,2,Pppk Kemenkes
1274,130,Pppk Kemenkes
1275,28,Lampu Jalan Padam Dari Jalan Lingkar Selatan Cisauk Hingga Spbu Suradita
1276,74,Memelihara Ayam & Bebek Di Komplek Perumahan
1277,172,sharing cerita motivasi
1278,581,Aplikasi Se Wenang Wenang
1279,581,Pengajuan Sktm
1280,469,bantuan wirausaha pemula
1281,400,Jalan Rusak Parah Sehingga Kendaraan Kami Sering Rusak
1282,196,Perihal Jalan Berlubang
1283,196,Penerangan Di Jalan Caringin Kota Bandung Kurang Memadai
1284,2,Pemungutan Liar Oleh Ketua Rw
1285,2,Jalan Rusak D Daerah Bukitbarisan Pekanbaru
1286,2,Laporan Kerusakan Jalan Nasional
1287,27,Pembuatan Sertifikat Tanah Sudah Lebih Dari 1 Tahun
1288,27,Bangunan Tanpa Imb/Pgb Tidak Ada Tindak Lanjut Dari Satpol Pp Kota Tangerang
1289,2,Layanan Pengaduan Pemecahan Shm No Berkas 106721
1290,7,Laporan Bug Website
1291,7,Pinjol Ilegal
1292,126,Request Perbaikan Jalan Rusak
1293,196,Pengajuan Akta Kelahiran Anak Ribet
1294,341,Cara Mendapatkan Qr Code Jika Akan Mengaktifkan Applikasi Di Mobile Phone
1295,27,Tiang Ada Di Badan Jalan Nasional Duduksampeyan
1296,1103,Tiang Belum Dipindah Di Duduksampeyan
1297,2,Ktp Digital Di Kota Malang
1298,2,Update Aplikasi
1299,2,Minta Perbaikan Jalanan Yang Rusak
1300,2,Jalan Lubang Depan Perumahan Sapphire Mediterania
1301,2,Cuti Sakit Untuk Ppnpn
1302,2,Pengancaman Sebar Data Pribadi Oleh Dc Pinjol Ilegal
1303,7,Pembuatan Kartu Keluarga Baru
1304,74,Untuk Memastikan Apakah Itu Perusahaan Yang Berwenang Atau Tidak
1305,396,Permohonan Bantuan
1306,27,Mohon Di Tinjau Ulang Perbaikan Jembatan
1307,209,Pengajuan Klaim Online Via Website (Https://Tos.taspen.co.id)
1308,27,Pengalaman Menggunakan Toilet St Manggarai Yang....
1309,14,Karyawan Pemalas Pom Bensin Rest Area 311 Lampung Palembang
1310,247,Pendaftaran Merk yang sudah Terdaftar Sebelumnya
1311,2,Jalan Jembatan Berlubang Depan Perumahan Grand Residence
1312,1006,Permasalahan Pendaftaran Keanggotaan Perpustakaan Daerah Kota Balikpapan
1313,172,Fitur admin
1314,209,Lahan Transmigrasi Tidak Clear And Clean
1315,469,"Penceramah Yang Menentang Islam Nusantara, Menentang Pancasila Dan Mendukung Perpecahan Umat Beragama."
1316,115,Internship Saya Di Suatu Perusahaan
1317,2,Pungli
1318,115,Air PDAM sering mati dan aliran kecil padahal meteran berputar normal
1319,228,Air PDAM sering mati dan aliran kecil padahal meteran berputar normal
1320,228,"Kena Pencurian, Sudah Lapor Ke Polisi, Masih Diancam Ditutup Oleh Bapenda?"
1321,2,Air mati lagiiiiiiii?!? Isi
1322,126,Kua Cikarang Timur Kosong
1323,126,PKL Event besar
1324,7,Lahan Usaha 1
1325,17,Gor RM said
1326,17,Permohonan Bantuan Eksekusi Riil
1327,400,Sertipikat Tidak Muncul Di Aplikasi Sentuh Tanahku
1328,209,Kekerasan Di Masjid
1329,119,Warga Karoke Hingga Tengah Malam Dan Meganggu
1330,7,UKL / UPL
1331,2,Ktp Yang Tidak Jadi Jadi/Selesai
1332,114,"Usulan Perbaikan Jalan di Kecam,atan Sukatani"
1333,119,Bank Sampah Di Kota Pontianak
1334,114,Lampu Merah Terlalu Cepat
1335,115,Tidak Bisa Pilih Formasi Pppk Teknis
1336,114,Reward PTN Bupati
1337,115,Lahan Transmigrasi Bermasalah
1338,39,Spam Call
1339,196,Jalan Rusak
1340,126,Dana.id Banyak Bermasalah Tidak Terbukti Membayar
1341,27,Dana Tolong Di Cek Ini Banyak Sekali Masalah
1342,27,Bangunan Tanpa Imb
1343,115,Aplikasi Dana Terbukti Tidak Membayar
1344,17,Koleksi Umum - Novel
1345,164,Loud Music From Shortcut Canggu Bar
1346,475,Mohon Ditindaklanjuti - Pengaduan Warga Insentif Tenaga Kesehatan Puskesmas Matur Kab. Agam Dalam Rangka Penanganan Covid-19 Bermasalah
1347,490,Pengaduan Penginapan Kartika Candra Gilimanuk Yang Tidak Berattittude
1348,29,Penyalahgunaan Url Website
1349,27,Uang Bansos Di Potong Karang Taruna
1350,233,Paket Yang Belum Sampai
1351,199,Lomba Poster Bung Karno
1352,199,Biaya Parkir Melebihi Peraturan
1353,199,Penyewaan Gedung Serba Guna Kelurahan Makamhaji
1354,199,Loud Music From Luigi Again
1355,2,Blokir Imei
1356,196,Wartawan Dilarang Liputan Di Acara Disbudpora Kabupaten Bekasi Ada Apa...?
1357,196,Laporan Perilaku Siswa-Siswi Tanpa Tindakan Solutif Pihak Sekolah Mtsn 1 Ambon
1358,341,Bau Sampah Cipeucang
1359,341,Gardu Pln Di Atas Lahan Kami
1360,55,Layanan Penyaluran Buku
1361,469,Gagal Mendaftar Akun Utk Permohonan Adaptasi Dokte Rlulusan Ln
1362,7,Gagal Daftar Utk Buat Akun Permohonan Adaptasi Dokter Lulusan Ln
1363,75,"Banyak ""Oknum"" Di Kantor Pos......"
1364,98,TEGURAN UNTUK PIHAK SEKOLAH
1365,289,Penjaringan Perangkat Desa
1366,114,Got Selokan Penuh Sampah
1367,130,Pencairan Beasiswa Pemkab Jember
1368,59,Permohonan Merek Djki Kemenkumham
1369,410,Tolong Perbaiki Jalan Keluar Pintu Tol Tamora
1370,396,Vaksin Anak 6 Th Syarat Naik Kreta
1371,63,Lpju Mati
1372,2,Laporan Nama Terdaftar Sebagai Penerima Bansos Padahal Tidak Menerima Bantuan Apapun
1373,2,Konfirmasi terkait baku mutu pengujian di Lab. BPKIL Serang
1374,267,Laporan Error Pendaftaran Pppk
1375,7,Laporan Nama Terdaftar Penerima Bansos Padahal Tidak Menerima Bansos
1376,7,Lapor Nama Terdaftar Di Penerima Bansos Padahal Tidak Menerima Bantuan
1377,27,Cancel Kontrak Sepihak
1378,196,Ancaman Pinjol Ilegal
1379,112,Nik Terdaftar Dikementerian Sosial (Penerima Bantuan Sosial)
1380,650,Imb Perumahan Palsu
1381,126,Pengujian
1382,209,Pohon Rentan Tumbang Di Jl Windu
1383,469,Pengecekan Nik Dan Kk Pada Pembuatan Akun Pppk
1384,396,peretasan domain setwandprd.lampungprov.go.id
1385,43,Laporan Nama Terdaftar Penerima Bansos Padahal Saya Tidak Menerimanya
1386,84,Jalan Rusak di Beberapa Titik di Sukatani
1387,84,Sertifikat Ptsl Kok Belum Jadi
1388,27,Situs Di Susupi Konten Judi Online
1389,27,Saya Atas Nama Kris Sudianto B
1390,27,Transjakarta Berulang Kali Memotong Saldo Secara Double Sejak Sistem Tap Out Diberlakukan Dan Mempersulit Pengembalian Kelebihan Bayar
1391,27,Laporan Penerima Bansos Padahal Tidak Menerima Bantuan
1392,196,Tidak Bisa Akses Aplikasi Cek Bansos
1393,196,Laporan Nik Terdaftar Sebagai Penerima Bansos Padahal Tidak Menerima
1394,196,Lapor Nama Terdaftar Sebagai Penerima Bantuan Sosial Padahal Tidak Menerima Bantuan
1395,196,Laporan Nama Terdaftar Sebagai Penerima Bansos Padahak Tidak Pernah Mendapat Bantuan
1396,115,Laporan Nama Terdaftar Penerima Bansos Padahal Tidak Pernah Menerima Bansos Apapun
1397,115,Bpnt Tidak Cair
1398,27,Lapor Nama Terdaptar Bansos
1399,18,Laporan Nama Terdaftar Penerima Bansos Padahal Tidak Menerima Bansos
1400,798,"Bego Dan Truck Dam Blm Tiba Di Btn Dangin Tukad Bagian Utara , Lokasi Negara Jembrana Bali"
1401,798,Bidan Menolak Memberikan Vaksin
1402,115,Pendataan Non Asn
1403,233,Aplikasi Cek Bansos Tidak Bisa Login
1404,74,Mempersulit Proses Permohonan Ijin Bangunan
1405,7,Mohon Dibantu Internet Saya Belum Aktif Aktif Setelah Sebulan Provider Iconnect Sangat Kacau Pelayanannya
1406,69,Nama Terdaptar Bantuan Bpnt
1407,247,"Jalanan Dekat Kali Rusak, Rawan Kecelakaan Saat Banjir"
1408,27,Laporan Nama Terdaftar Penerima Bansos Padahal Tidak Menerima Bansos
1409,53,"Permohonan Kerjasama Dengan Kementerian Desa, Pdt, Dan Transmigrasi"
1410,110,Website Simbg
1411,114,Gedung pertemuan
1412,27,Pencantuman Nomor Hp Sebagai Emergency Contact Tanpa Konfirmasi
1413,2,Nama Saya Terdaftar Sebagai Penerima Bpum
1414,2,JALAN RUSAK PARAH
1415,249,Lampu Pju Padam
1416,114,PDAM/PAM Tarif Dan Kewajiban
1417,114,Pengetap Bbm Subsidi Meresahkan
1418,7,Alasan Tidak Lolos Gelombang Prakerja
1419,126,Legalitas Decentralized Wallet
1420,410,Nik Terdaftar Sbg Penerima Bansos
1421,114,Nik Terdaftar Di Kemensos Tapi Tidak Dapat Bantuan
1422,27,Laporan Penerima Bantuan Sosial Padahal Tidak Menerima Bantuan
1423,114,Perbaikan Jalan
1424,98,Terdaftar Penerima Bantuan
1425,28,Tidak Bisa Daftar Prakerja
1426,27,"Lapor Nik Terdaftar Sebagai Penerima Bantuan Sosial, Padahal Saya Tidak Mendapatkan Bantuan Sosial"
1427,46,Permohonan Magang
1428,14,Laporan Nama Terdaftar Di Bansos Padahal Sudah Tidak Lagi Menerima Bantuan
1429,506,Aplikasi Cek Bansos Tidak Bisa Log In
1430,247,Laporan Daftar Penerima Bansos
1431,27,Lapor Nama Terdaftar Sebagai Penerima Bantuan Sosial Padahal Tidak Menerima Bantuan
1432,74,Nama Terdaftar Sebagai Penerima Bansos Tapi Sudah Tidak Dapat Lagi Bantuan Selama Setahun Terakhir Ini
1433,74,Cek Bansos
1434,14,Lapor Nama Terdaftar Sebagai Penerima Bansos Padahal Tidak Menerima Bantuan
1435,7,Proyek Jalan Godean
1436,130,Penutupan Dan Pencairan Polis Asuransi Axa Nasabah Meninggal Dunia
1437,227,"Jalan Rusak Yang Arah Ke Ngalang, Gedangsari, Kab. Gunungkidul Mambahayakan Pengendara Motor"
1438,115,Prostitusi Online
1439,2,Nik Saya Terdaftar Di Bpjs Ketenagakerjaan (Data Bantuan Subsidi Upah)
1440,27,Kesalahan Data Sph
1441,27,perubahan KTP
1442,469,Petugas Transjakarta Halte Pasar Baru Timur Sangat Tidak Ramah & Sangat Ketus
1443,27,Surat Izin Perawat(SIP)
1444,3,Izin Penelitian
1445,2,Subsidi Tepat????????
1446,552,Insentif Seorang Tenaga Kesehatan Rs Darurat Stadion Patriot Candrabhaga Belum Disalurkan
1447,63,Pendataan Akun Non-Asn
1448,28,Terdaftar Di Bantuan Sosial
1449,28,Pinjaman Online Berkedok Koperasi
1450,2,Pinjaman Online Berkedok Koperasi
1451,233,Permintaan Kirim Ulang Kk
1452,3,Cara Penghapusan data usulan penerima bantuan UMKM
